ID,Year,Area,Variety,Estate,LatN,LongE,Date,Temperature,Month,Day,Potential_Fert,n_Blind_Buds,n_Steril_Buds
20,2018,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,04/10/18,-0.1177084,10,4,NA,NA,NA
20,2018,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,21/11/18,-1.430969715,11,21,NA,NA,NA
20,2018,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,07/08/18,NA,8,7,NA,NA,NA
20,2018,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,30/06/18,2.029995441,6,30,NA,NA,NA
20,2018,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,17/08/18,0.908224165,8,17,NA,NA,NA
20,2018,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,27/04/18,2.100286961,4,27,NA,NA,NA
20,2018,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,26/03/18,-1.459864855,3,26,NA,NA,NA
20,2018,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,21/01/18,0.90799886,1,21,NA,NA,NA
20,2019,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,03/07/19,1.31488359,7,3,NA,NA,NA
20,2019,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,04/08/19,-0.738201976,8,4,NA,NA,NA
20,2019,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,19/07/19,-5.660757065,7,19,NA,NA,NA
20,2019,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,05/09/19,3.237051725,9,5,NA,NA,NA
20,2019,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,23/10/19,-1.18998754,10,23,NA,NA,NA
20,2019,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,01/06/19,-1.454389215,6,1,NA,NA,NA
20,2019,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,24/01/19,-1.540137887,1,24,NA,NA,NA
20,2019,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,29/03/19,2.537614584,3,29,NA,NA,NA
20,2019,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,25/02/19,1.589896798,2,25,NA,NA,NA
20,2019,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,21/09/19,-6.032478809,9,21,NA,NA,NA
20,2019,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,26/12/19,4.777564526,12,26,NA,NA,NA
20,2020,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,05/07/20,0.089272819,7,5,1.69,1.1,0.2
20,2020,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,21/07/20,3.151582956,7,21,1.69,1.1,0.2
20,2020,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,22/08/20,2.976402283,8,22,1.69,1.1,0.2
20,2020,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,15/03/20,1.15259254,3,15,1.69,1.1,0.2
20,2020,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,11/01/20,3.010980606,1,11,1.69,1.1,0.2
20,2020,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,28/02/20,2.434251308,2,28,1.69,1.1,0.2
20,2020,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,06/08/20,-0.867709041,8,6,1.69,1.1,0.2
20,2020,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,12/02/20,4.611094952,2,12,1.69,1.1,0.2
20,2020,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,05/09/20,-12.85339546,9,5,1.69,1.1,0.2
20,2020,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,10/11/20,0.500084758,11,10,1.69,1.1,0.2
20,2020,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,25/10/20,0.92304951,10,25,1.69,1.1,0.2
20,2020,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,26/11/20,-0.515476763,11,26,1.69,1.1,0.2
20,2021,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,28/10/21,7.152535915,10,28,1.31,0.5,1.7
20,2021,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,09/08/21,5.3108778,8,9,1.31,0.5,1.7
20,2021,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,10/09/21,2.647349119,9,10,1.31,0.5,1.7
20,2021,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,22/06/21,2.816870213,6,22,1.31,0.5,1.7
20,2021,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,25/08/21,-1.439073443,8,25,1.31,0.5,1.7
20,2021,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,28/10/21,0.627848208,10,28,1.31,0.5,1.7
20,2021,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,29/11/21,-3.325364113,11,29,1.31,0.5,1.7
20,2021,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,14/02/21,-1.753983498,2,14,1.31,0.5,1.7
20,2021,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,13/01/21,-1.765004635,1,13,1.31,0.5,1.7
20,2021,CT,Carbernet Sauvignon,Az Ca’ Lustra Zanovello,45.305664,11.696812,02/03/21,2.690898657,3,2,1.31,0.5,1.7
3,2018,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,21/01/18,2.075542212,1,21,1.13,1.5,3
3,2018,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,27/04/18,0.944214225,4,27,1.13,1.5,3
3,2018,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,07/08/18,3.013854742,8,7,1.13,1.5,3
3,2018,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,04/10/18,0.218200296,10,4,1.13,1.5,3
3,2018,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,30/06/18,0.981346965,6,30,1.13,1.5,3
3,2018,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,17/08/18,0.458184332,8,17,1.13,1.5,3
3,2018,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,21/11/18,-0.79118681,11,21,1.13,1.5,3
3,2018,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,26/03/18,-2.022756815,3,26,1.13,1.5,3
3,2019,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,24/01/19,-2.826169729,1,24,1.1,1.5,3
3,2019,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,29/03/19,1.448236108,3,29,1.1,1.5,3
3,2019,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,03/07/19,-0.887415588,7,3,1.1,1.5,3
3,2019,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,04/08/19,-0.081997052,8,4,1.1,1.5,3
3,2019,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,01/06/19,-2.573265076,6,1,1.1,1.5,3
3,2019,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,19/07/19,-6.215726376,7,19,1.1,1.5,3
3,2019,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,05/09/19,2.38628602,9,5,1.1,1.5,3
3,2019,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,25/02/19,1.847320914,2,25,1.1,1.5,3
3,2019,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,23/10/19,-2.59325099,10,23,1.1,1.5,3
3,2019,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,21/09/19,-7.866798878,9,21,1.1,1.5,3
3,2019,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,26/12/19,4.598819733,12,26,1.1,1.5,3
3,2020,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,11/01/20,2.948287964,1,11,1.24,0.7,2
3,2020,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,28/02/20,3.303001881,2,28,1.24,0.7,2
3,2020,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,05/07/20,1.770469069,7,5,1.24,0.7,2
3,2020,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,06/08/20,-1.065609097,8,6,1.24,0.7,2
3,2020,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,15/03/20,0.772711217,3,15,1.24,0.7,2
3,2020,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,21/07/20,4.188856602,7,21,1.24,0.7,2
3,2020,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,22/08/20,2.775555611,8,22,1.24,0.7,2
3,2020,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,12/02/20,3.758613348,2,12,1.24,0.7,2
3,2020,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,25/10/20,1.483440518,10,25,1.24,0.7,2
3,2020,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,05/09/20,-12.22900867,9,5,1.24,0.7,2
3,2020,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,10/11/20,0.919864476,11,10,1.24,0.7,2
3,2020,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,26/11/20,-0.520796776,11,26,1.24,0.7,2
3,2021,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,13/01/21,-1.854109526,1,13,1.75,0.7,0.6
3,2021,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,02/03/21,2.674918652,3,2,1.75,0.7,0.6
3,2021,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,09/08/21,5.178565979,8,9,1.75,0.7,0.6
3,2021,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,10/09/21,3.138370752,9,10,1.75,0.7,0.6
3,2021,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,22/06/21,3.380463362,6,22,1.75,0.7,0.6
3,2021,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,25/08/21,0.553957999,8,25,1.75,0.7,0.6
3,2021,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,28/10/21,0.860752225,10,28,1.75,0.7,0.6
3,2021,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,14/02/21,-2.199014425,2,14,1.75,0.7,0.6
3,2021,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,29/11/21,-2.431851387,11,29,1.75,0.7,0.6
3,2021,NE,Carbernet Sauvignon,Az Fattoria Eolia,45.345205,11.699838,28/10/21,7.437736511,10,28,1.75,0.7,0.6
4,2018,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,07/08/18,2.993289471,8,7,0.96,0.8,2.6
4,2018,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,21/11/18,-0.608228028,11,21,0.96,0.8,2.6
4,2018,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,27/04/18,1.674350023,4,27,0.96,0.8,2.6
4,2018,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,04/10/18,0.735962272,10,4,0.96,0.8,2.6
4,2018,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,26/03/18,-1.761764288,3,26,0.96,0.8,2.6
4,2018,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,17/08/18,0.98888725,8,17,0.96,0.8,2.6
4,2018,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,21/01/18,2.348833561,1,21,0.96,0.8,2.6
4,2018,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,30/06/18,1.173480749,6,30,0.96,0.8,2.6
4,2019,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,29/03/19,2.08394742,3,29,1,0.8,2.6
4,2019,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,26/12/19,4.835151196,12,26,1,0.8,2.6
4,2019,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,03/07/19,-0.77769345,7,3,1,0.8,2.6
4,2019,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,25/02/19,2.360958815,2,25,1,0.8,2.6
4,2019,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,01/06/19,-2.013193369,6,1,1,0.8,2.6
4,2019,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,19/07/19,-5.710070133,7,19,1,0.8,2.6
4,2019,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,05/09/19,2.518707514,9,5,1,0.8,2.6
4,2019,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,23/10/19,-2.025003672,10,23,1,0.8,2.6
4,2019,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,04/08/19,-0.372387469,8,4,1,0.8,2.6
4,2019,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,24/01/19,-2.045020103,1,24,1,0.8,2.6
4,2019,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,21/09/19,-7.075768471,9,21,1,0.8,2.6
4,2020,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,28/02/20,3.855340719,2,28,1.18,1.1,1.3
4,2020,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,15/03/20,1.484843969,3,15,1.18,1.1,1.3
4,2020,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,21/07/20,3.220590115,7,21,1.18,1.1,1.3
4,2020,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,05/07/20,0.828763306,7,5,1.18,1.1,1.3
4,2020,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,12/02/20,5.065124989,2,12,1.18,1.1,1.3
4,2020,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,26/11/20,-0.210626915,11,26,1.18,1.1,1.3
4,2020,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,11/01/20,3.296982527,1,11,1.18,1.1,1.3
4,2020,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,10/11/20,1.149842262,11,10,1.18,1.1,1.3
4,2020,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,22/08/20,2.646089077,8,22,1.18,1.1,1.3
4,2020,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,06/08/20,-1.125004411,8,6,1.18,1.1,1.3
4,2020,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,05/09/20,-12.59545898,9,5,1.18,1.1,1.3
4,2020,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,25/10/20,1.721307516,10,25,1.18,1.1,1.3
4,2021,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,02/03/21,2.52802062,3,2,1.31,0.4,1
4,2021,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,29/11/21,-2.176590204,11,29,1.31,0.4,1
4,2021,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,10/09/21,2.246370554,9,10,1.31,0.4,1
4,2021,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,28/10/21,7.03779459,10,28,1.31,0.4,1
4,2021,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,25/08/21,-0.718390048,8,25,1.31,0.4,1
4,2021,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,09/08/21,4.205197811,8,9,1.31,0.4,1
4,2021,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,14/02/21,-1.328619123,2,14,1.31,0.4,1
4,2021,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,22/06/21,3.013126135,6,22,1.31,0.4,1
4,2021,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,13/01/21,-2.039527416,1,13,1.31,0.4,1
4,2021,NE,Moscato giallo,Az Fattoria Eolia,45.345205,11.699838,28/10/21,0.248696059,10,28,1.31,0.4,1
5,2018,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,21/11/18,-0.824156284,11,21,1,1.3,2.9
5,2018,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,17/08/18,0.323289275,8,17,1,1.3,2.9
5,2018,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,07/08/18,NA,8,7,1,1.3,2.9
5,2018,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,04/10/18,-0.032212447,10,4,1,1.3,2.9
5,2018,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,26/03/18,-1.994087696,3,26,1,1.3,2.9
5,2018,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,21/01/18,2.192269802,1,21,1,1.3,2.9
5,2018,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,27/04/18,1.039000273,4,27,1,1.3,2.9
5,2018,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,30/06/18,1.294726491,6,30,1,1.3,2.9
5,2019,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,05/09/19,2.85661602,9,5,1.2,0.9,2.2
5,2019,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,04/08/19,0.075386636,8,4,1.2,0.9,2.2
5,2019,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,19/07/19,-5.520759106,7,19,1.2,0.9,2.2
5,2019,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,26/12/19,4.774858475,12,26,1.2,0.9,2.2
5,2019,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,03/07/19,0.081203699,7,3,1.2,0.9,2.2
5,2019,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,25/02/19,1.629068136,2,25,1.2,0.9,2.2
5,2019,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,21/09/19,-7.167870045,9,21,1.2,0.9,2.2
5,2019,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,24/01/19,-2.724733591,1,24,1.2,0.9,2.2
5,2019,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,29/03/19,2.082380772,3,29,1.2,0.9,2.2
5,2019,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,23/10/19,-2.45738101,10,23,1.2,0.9,2.2
5,2019,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,01/06/19,-2.259938002,6,1,1.2,0.9,2.2
5,2020,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,05/07/20,NA,7,5,0.89,1.8,3
5,2020,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,22/08/20,2.70024991,8,22,0.89,1.8,3
5,2020,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,05/09/20,-12.23304176,9,5,0.89,1.8,3
5,2020,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,21/07/20,4.210653782,7,21,0.89,1.8,3
5,2020,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,28/02/20,3.633721113,2,28,0.89,1.8,3
5,2020,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,06/08/20,-0.225795165,8,6,0.89,1.8,3
5,2020,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,12/02/20,4.323936462,2,12,0.89,1.8,3
5,2020,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,15/03/20,0.856687248,3,15,0.89,1.8,3
5,2020,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,10/11/20,1.08272481,11,10,0.89,1.8,3
5,2020,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,25/10/20,1.040159464,10,25,0.89,1.8,3
5,2020,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,26/11/20,-0.150664806,11,26,0.89,1.8,3
5,2020,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,11/01/20,3.281301498,1,11,0.89,1.8,3
5,2021,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,09/08/21,4.852190495,8,9,1.07,0.4,1.2
5,2021,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,10/09/21,3.043581963,9,10,1.07,0.4,1.2
5,2021,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,25/08/21,0.114812247,8,25,1.07,0.4,1.2
5,2021,NE,Glera,Az Fattoria Eolia,45.345205,11.699838,28/10/21,0.911352456,10,28,1.07,0.4,1.2
